PRODUCT_CODE,DEVICE_NAME
GPH,"Antiserum, Bentonite Flocculation, Trichinella Spiralis"
GPI,"Antigen, Bentonite Flocculation, Trichinella Spiralis"
GPJ,"Antiserum, Fluorescent, Q Fever"
GPK,"Antiserum, Rickettsial Pox"
GPM,"Antiserum, Murine Typhus Fever"
GPN,"Antiserum, Typhus Fever"
GPO,"Antigen, Cf, Typhus Fever Group"
GPP,"Antiserum, Rocky Mountain Spotted Fever"
GPQ,"Antigen, Cf, Spotted Fever Group"
GPR,"Antiserum, Cf, Q Fever"
GPS,"Antigen, Cf, Q Fever"
GPT,"Antiserum, Cf, Psittacosis (Chlamydia Group)"
GPW,"Antigen, Cf, Psittacosis (Chlamydia Group)"
GPX,"Antisera, Neutralizion, Reovirus 1-3"
GPY,"Antisera, Hai, Reovirus 1-3"
GPZ,"Antisera, Cf, Reovirus 1-3"
GQA,"Antigens, Ha (Including Ha Control), Reovirus 1-3"
GQB,"Antigens, Cf (Including Cf Control), Reovirus 1-3"
GQC,"Antisera, Cf, Equine Encephalitis Virus, Eee, Wee"
GQD,"Antigens, Cf (Including Cf Control), Equine Encephalitis Virus, Eee, Wee"
GQE,"Antisera, Neutralization, All Types, Rhinovirus"
GQF,"Antiserum, Neutralization, Respiratory Syncytial Virus"
GQG,"Antigen, Cf (Including Cf Controls), Respiratory Syncytial Virus"
GQH,"Antigen, Cf (Including Cf Control), Cytomegalovirus"
GQI,"Antiserum, Cf, Cytomegalovirus"
GQJ,"Antiserum, Cf, Lymphocytic Choriomeningitis Virus"
GQK,"Antigen, Cf, Lymphocytic Choriomeningitis Virus"
GQL,"Antisera, Fluorescent, Herpesvirus Hominis 1,2"
GQM,"Antisera, Neutralization, Herpesvirus Hominis"
GQN,"Antigen, Cf (Including Cf Control), Herpesvirus Hominis 1,2"
GQO,"Antisera, Cf, Herpesvirus Hominis 1,2"
GQP,"Antisera, Neutralization, Parainfluenza Virus 1-4"
GQQ,"Antisera, Hai, Parainfluenza Virus 1-4"
GQR,"Antigens, Ha (Including Ha Control), Parainfluenza Virus 1-4"
GQS,"Antigens, Cf (Including Cf Control), Parainfluenza Virus 1-4"
GQT,"Antisera, Cf, Parainfluenza Virus 1-4"
GQW,"Antigen, Cf, (Including Cf Control), Varicella-Zoster"
GQX,"Antiserum, Cf, Varicella-Zoster"
GQY,"Antigen, Ha (Including Ha Control), Mumps Virus"
GQZ,"Antiserum, Neutralization, Mumps Virus"
GRA,"Antiserum, Fluorescent, Mumps Virus"
GRB,"Antiserum, Cf, Mumps Virus"
GRC,"Antigen, Cf (Including Cf Control), Mumps Virus"
GRD,"Antiserum, Hai, Mumps Virus"
GRE,"Antiserum, Fluorescent, Rubeola"
GRF,"Antiserum, Cf, Rubeola"
GRG,"Antiserum, Hai, Rubeola"
GRH,"Antigen, Ha (Including Ha Control), Rubeola"
GRI,"Antiserum, Neutralization, Rubeola"
GRJ,"Antigen, Cf, (Including Cf Control), Rubeola"
GRK,"Antisera, Fluorescent, Echovirus 1-34"
GRL,"Antigens, All Groups, Salmonella Spp."
GRM,"Antisera, All Groups, Salmonella Spp."
GRO,"Antisera, Fluorescent, All Types, Hemophilus Spp."
GRP,"Antisera, All Types, H. Influenza"
GRT,"Antiserum, Fluorescent, Mycobacterium Tuberculosis"
GRW,"Antisera, All Fluorescent, Leptospira Spp."
GRX,"Antisera, All Leptospira Spp."
GRY,"Antigens, All, Leptospira Spp."
GRZ,"Antisera, Fluorescent, All, Mycoplasma Spp."
GSA,"Antisera, All Mycoplasma Spp."
GSB,"Antigens, Cf, All, Mycoplasma Spp."
GSD,"Antiserum, Fluorescent, Erysipelothrix Rhusiopathiae"
GSE,"Antiserum, Erysipelothrix Rhusiopathiae"
GSF,"Antigen, Erysipelothrix Rhusiopathiae"
GSG,"Antisera, Fluorescent, All Types, Listeria Monocytogenes"
GSH,"Antisera, All Types, Listeria Monocytogenes"
GSI,"Antigens, Slide And Tube, All Types, Listeria Monocytogenes"
GSJ,"Antiserum, Fluorescent, Francisella Tularensis"
GSK,"Antiserum, Francisella Tularensis"
GSL,"Antigens, Slide And Tube, Francisella Tularensis"
GSM,"Antisera, Fluorescent, Brucella Spp."
GSN,"Antiserum, Positive And Negative Febrile Antigen Control Serum"
GSO,"Antigens (Febrile), Agglutination, Brucella Spp."
GSP,"Antiserum, Fluorescent, Campylobacter Fetus"
GSQ,"Antiserum, Vibrio Cholerae, All Varieties"
GSR,"Antisera, Fluorescent, Pseudomonas Pseudomallei"
GSS,"Antisera, Fluorescent, Pseudomonas Aeruginosa"
GST,"Antiserum, Pseudomonas Pseudomallei"
GSW,"Antiserum, Flavobacterium Meningosepticum, All Groups"
GSX,"Antisera, Acinetobacter Calcoaceticus, All Varieties"
GSY,"Antisera, Fluorescent, All Globulins, Proteus Spp."
GSZ,"Antigens, Febrile (Weil-Felix), All Groups"
GTA,"Antisera, All, Serratia Marcesans"
GTB,"Antisera, Fluorescent, All Types, Klebsiella Spp."
GTC,"Antisera, All Types, Klebsiella Spp."
GTD,"Antisera, Fluorescent, All Globulins, Shigella Spp."
GTE,"Antisera, Arizona Spp., All"
GTF,"Antisera, Bethesda - Ballerup Polyvalent, Citrobacter Spp."
GTH,"Antiserum, Fluorescent (Direct Test), All Groups, N. Gonorrhoeae"
GTI,"Antisera, Fluorescent, All Groups, N. Meningitidis"
GTJ,"Antisera, All Groups, N. Meningitidis"
GTL,"Phages, Staphylococcal Typing, All Types"
GTN,"Antisera, Fluorescent, All Types, Staphylococcus Spp."
GTO,Anti-Streptokinase
GTP,"Exoenzymes, Multiple, Streptococcal"
GTQ,Antistreptolysin - Titer/Streptolysin O Reagent
GTR,"Antideoxyribonuclease, Streptococcus Spp."
GTX,"Antisera, Fluorescent, All Groups, Streptococcus Spp."
GTY,"Antigens, All Groups, Streptococcus Spp."
GTZ,"Antisera, All Groups, Streptococcus Spp."
GWB,"Antisera, Fluorescent, All Types, Streptococcus Pneumoniae"
GWC,"Antisera, All Types, Streptococcus Pneumoniae"
GWD,"Indirect Fluorescent Antibody Test, Entamoeba Histolytica & Rel Sp"
JRW,"Antisera, Fluorescent, B. Parapertussis"
JRY,"Antiserum, Fluorescent, Epstein-Barr Virus"
JRZ,"Media, Culture, Amino Acid Assay"
JSA,"Culture Media, Antibiotic Assay"
JSB,"Culture Media, Vitamin Assay"
JSC,"Culture Media, General Nutrient Broth"
JSD,"Culture Media, Selective Broth"
JSE,"Culture Media, Multiple Biochemical Test"
JSF,"Culture Media, Single Biochemical Test"
JSG,"Culture Media, Non-Selective And Non-Differential"
JSH,"Culture Media, Non-Selective And Differential"
JSI,"Culture Media, Selective And Differential"
JSJ,"Culture Media, Selective And Non-Differential"
JSK,"Supplement, Culture Media"
JSL,"Culture Media, Anaerobic Transport"
JSM,"Culture Media, Non-Propagating Transport"
JSN,"Culture Media, Propagating Transport"
JSO,"Culture Media, Antimicrobial Susceptibility Test, Excluding Mueller Hinton Agar"
JSP,"Kit, Anaerobic Identification"
JSR,"Kit, Identification, Dermatophyte"
JSS,"Kit, Identification, Enterobacteriaceae"
JST,"Kit, Fastidious Organisms"
JSW,"Kit, Identification, Glucose Nonfermenter"
JSX,"Kit, Identification, Neisseria Gonorrhoeae"
JSY,"Kit, Identification, Mycobacteria"
JSZ,"Kit, Identification, Pseudomonas"
JTA,"Monitor, Microbial Growth"
JTB,"Device, Media Dispensing/Stacking"
JTC,"Device, Microtiter Diluting/Dispensing"
JTL,"Plasma, Coagulase, Human, Horse And Rabbit"
JTM,Anaerobic Box Glove
JTN,"Susceptibility Test Discs, Antimicrobial"
JTO,"Discs, Strips And Reagents, Microorganism Differentiation"
JTQ,"Bath, Incubators/Water, All"
JTR,"Kit, Quality Control For Culture Media"
JTT,"Susceptibility Test Powders, Antimicrobial"
JTW,"System, Transport, Aerobic"
JTX,"Transport Systems, Anaerobic"
JTY,"Culture Media, For Isolation Of Pathogenic Neisseria"
JTZ,"Culture Media, Antimicrobial Susceptibility Test, Mueller Hinton Agar/Broth"
JWK,"Antigen, Positive Control, Cryptococcus Neoformans"
JWL,"Antigen, Treponema Pallidum For Fta-Abs Test"
JWT,"Antigen, Cf, Aspergillus Spp."
JWW,"Antigen, Cf, B. Dermatitidis"
JWX,"Kit, Screening, Staphylococcus Aureus"
JWY,Manual Antimicrobial Susceptibility Test Systems
JWZ,"Kit, Screening, Trichomonas"
JXA,"Kit, Screening, Urine"
JXB,"Kit, Identification, Yeast"
JXC,"Kit, Screening, Yeast"
KFG,"Antiserum, Positive Control, Aspergillus Spp."
KFH,"Antiserum, Positive Control, Blastomyces Dermatitidis"
KFI,"Strip, Virulence, Corynebacterium Diphtheriae"
KHW,"Antigen, Id, Ha, Cep, Entamoeba Histolytica & Rel. Spp."
KLH,"Antisera, C. Acnes"
KZB,Automated Colony Counter
KZC,Manual Colony Counter
KZI,"Culture Media, Enriched"
KZJ,"Device, Gas Generating"
KZK,"Reader, Zone, Automated"
LFX,"Enzyme Linked Immunoabsorbent Assay, Rubella"
LFY,"Enzyme Linked Immunoabsorbent Assay, Varicella-Zoster"
LFZ,"Enzyme Linked Immunoabsorbent Assay, Cytomegalovirus"
LGA,"Device, Oxidase Test For Gonorrhea"
LGB,Gonococcal Antibody Tests
LGC,"Enzyme Linked Immunoabsorbent Assay, Herpes Simplex Virus, Non-Specific"
LGD,"Enzyme Linked Immunoabsorbent Assay, Toxoplasma Gondii"
LHJ,Staphylococcus Aureus Protein A Insoluble
LHK,"Antigen, Id, Candida Albicans"
LHL,"Reagents, Antibody, Legionella, Direct & Indirect Fluorescent"
LHT,Staphylococcus Aureus Somatic Antigens
LHW,"Erythrocyte Suspension, Multi Species, Serological Reagent And Equipment"
LIA,"Antigens, All Groups, Shigella Spp."
LIB,"Device, General Purpose, Microbiology, Diagnostic"
LIC,"Antiserum, Coagglutination (Direct) Neisseria Gonorrhoeae"
LIE,"Reagent/Device, Inoculum Calibration"
LIN,"Antisera, Conjugated Fluorescent, Cytomegalovirus"
LIO,"Device, Specimen Collection"
LIP,"Enzyme Linked Immunoabsorption Assay, Treponema Pallidum"
LIQ,"Enzyme Linked Immunoabsorbent Assay, Rotavirus"
LIR,"Antigen, Enzyme Linked Immunoabsorbent Assay, Neisseria Gonorrhoeae"
LJB,"Enzyme Linked Immunoabsorbent Assay, Rubeola Igg"
LJC,"Enzyme Linked Immunoabsorbent Assay, (Chlamydiae Group)"
LJF,"Device, Antimicrobial Drug Removal"
LJG,Quality Control Slides
LJK,"Antisera, If, Toxoplasma Gondii"
LJN,"Antibody Igm, If, Epstein-Barr Virus"
LJO,"Antigen, Iha, Cytomegalovirus"
LJP,"Antiserum, Fluorescent, Chlamydia Trachomatis"
LJY,"Enzyme Linked Immunoabsorbent Assay, Mumps Virus"
LJZ,"Enzyme Linked Immunoabsorbent Assay, Mycoplasma Spp."
LKA,"Culture Media, Antimicrobial Susceptibility Test"
LKC,"Antigens, Indirect Hemagglutination (Iha) Herpes Simplex Virus"
LKH,"Antisera, Immunoperoxidase, Chlamydia Spp."
LKI,"Antisera, Fluorescent, Chlamydia Spp."
LKQ,"Antibody Igm,If, Cytomegalovirus Virus"
LKS,"Device, Parasite Concentration"
LKT,"Respiratory Syncytial Virus, Antigen, Antibody, Ifa"
LLA,"Direct Agglutination Test, Toxoplasma Gondii"
LLH,"Reagents, Clostridium Difficile Toxin"
LLM,"Test, Antigen, Nuclear, Epstein-Barr Virus"
LOL,Hepatitis A Test (Antibody And Igm Antibody)
LON,"System, Test, Automated, Antimicrobial Susceptibility, Short Incubation"
LOO,"Reagent, Leishmanii Serological"
LOP,"Solution, Antimicrobial"
LQF,"Dna-Reagents, Mycobacterium Spp."
LQG,"Dna-Reagents, Mycoplasma Spp."
LQH,"Dna-Reagents, Legionella"
LQL,Gram Positive Identification Panel
LQM,Gram Negative Identification Panel
LQN,"Latex Agglutination Assay, Rubella"
LQO,"Dna-Reagents, Campylobacter Spp."
LQP,Campylobacter Spp.
LRF,"Candida Spp., Direct Antigen, Id"
LRG,Instrument For Auto Reader & Interpretation Of Overnight Suscept. Systems
LRH,Instrument For Auto Reader Of Overnight Microorganism Identification System
LSC,Neisseria Controls
LSD,"Rubella, Other Assays"
LSE,"Epstein-Barr Virus, Other"
LSF,"Dna-Reagents, Epstein-Barr Virus"
LSG,"Candida Species, Antibody Detection"
LSH,"Antigen, Blastomyces Dermatitidis, Other"
LSI,"Antiserum, Blastomyces Dermatitidis, Other"
LSJ,"Antigen, Rubella, Other"
LSK,"Dna-Reagents, Chlamydia"
LSL,"Dna-Reagents, Neisseria"
LSM,"Dna-Reagents, Salmonella Spp."
LSN,"Dna-Reagents, Shigella Spp."
LSO,"Dna-Reagents, Cytomegalovirus"
LSQ,"Reagent, Rickettsia Serological"
LSR,"Reagent, Borrelia Serological Reagent"
LTS,"Test Reagents, Neisseria Gonorrhoeae Biochemical"
LTT,"Panels, Test, Susceptibility, Antimicrobial"
LTW,"Susceptibility Test Cards, Antimicrobial"
LTX,"Discs, Elution"
LYF,Pneumocystis Carinii
LYR,Helicobacter Pylori
MBT,"Dna-Probe, Reagent, Histoplasma Capsulatum"
MCB,"Antigen, C. Difficile"
MCC,"Dna-Probe, Haemophilus Spp."
MCD,"Antigen, Ebv, Capsid"
MCE,Respiratory Syncytial Virus - Elisa
MCG,"Dna-Probe, Agent, Listeria"
MCS,"Dna-Probe, Staphylococcus Aureus"
MCT,"Dna-Probe, Strep Pneumoniae"
MDB,"System, Blood Culturing"
MDC,Dna-Probe - Blastomyces Dermatitidis
MDE,"Dna-Probe, Reagents, Cryptococcal"
MDF,"Dna-Probe, Reagents, Coccidioides Immitis"
MDJ,"Reagents, Cysticercosis"
MDK,"Dna-Probe, Reagents, Streptococcal"
MDT,"Elisa, Trichinella Spiralis"
MDU,"Antigen, Elisa, Cryptococcus"
MGM,C. Trachomatis (Chlamydia Group)
MHI,Giardia Spp.
MHJ,Cryptosporidium Spp.
MIU,"Enzyme Linked Immunosorbent Assay, T. Cruzi"
MIV,"Immunofluorescent Assay, T. Cruzi"
MIY,"Enzyme Linked Immunosorbent Assay, Coccidioides Immitis"
MIZ,"Enzyme Linked Immunoabsorbent Assay, Histoplasma Capsulatum"
MJA,"Susceptibility Test Powders, Antimycobacterial"
MJD,"Culture Media, Antimycobacteria, Susceptibility Test"
MJE,"Culture Media, Antifungal, Susceptibility Test"
MJH,"Legionella, Spp., Elisa"
MJK,"Dna Probe, Trichomonas Vaginalis"
MJL,"Eia, Blastomyces Dermatitidis"
MJM,"Dna Probe, Gardnerella Vaginalis"
MKZ,"Dna Probe, Nucleic Acid Amplification, Chlamydia"
MLA,"Dna Probe, Yeast"
MSQ,"Test, Urea (Breath Or Blood)"
MWA,"System, Nucleic Acid Amplification, Mycobacterium Tuberculosis Complex"
MXJ,"Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-1"
MYF,"Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-2"
MYI,"System, Test, Genotypic Detection, Resistant Markers, Staphylococcus Colonies"
MZF,"Test, Hiv Detection"
MZP,"Assay, Hybridization And/Or Nucleic Acid Amplification For Detection Of Hepatitis C Rna,Hepatitis C Virus"
NDZ,"Assay, Nucleic Acid Amplification, Growth Identification, Mycobacterium Tuberculosis"
NGS,"Assay, Endotoxin Activity, Chemiluminescent"
NGZ,"Susceptibility Test Plate, Antifungal"
NHT,"Assay, Nucleic Acid Amplification, Bacillus Anthracis"
NHY,"Assay, Direct, Nucleic Acid Amplification, Respiratory Syncytial Virus"
NHZ,"Assay, Direct, Nucleic Acid Amplification, Parainfluenza Virus"
NIA,"Assay, Direct, Nucleic Acid Amplification, Influenza Virus"
NIJ,"System, Test, Genotypic Detection, Resistant Markers, Enterococcus Species"
NJO,"System, Mycolic Acid Analysis, Mycobacterium Tuberculosis"
NJR,"Nucleic Acid Amplification Assay System, Group B Streptococcus, Direct Specimen Test"
NOM,"Antigen, Galactomannan, Aspergillus Spp."
NOP,"Elisa, Antibody, West Nile Virus"
NPO,"Kit, Immunochromatographic, Bacillus Anthracis Differential Antibody"
NQX,"System, Nucleic Acid Amplification Test, Dna, Methicillin Resistant Staphylococcus Aureus, Direct Specimen"
NQZ,"Antigen, Invasive Fungal Pathogens"
NRL,"Enzyme Linked Immunoabsorbent Assay, Antibody, B. Anthracis"
NTM,"Antigen, Inflammatory Response Marker, Sepsis"
NVQ,"Bacteriophage And Controls, B. Anthracis Lysis"
NWZ,"Gas Chromatography, Bacillus Anthracis Membrane Fatty Acids"
NXD,"Nucleic Acid Amplification, Novel Influenza A Virus, A/H5 (Asian Lineage) Rna"
NXX,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Staphylococcus Aureus"
NZS,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Yeast"
OAH,"Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Enterococcus Faecalis"
OAI,"Assay, Enterovirus Nucleic Acid"
OAX,Plasmodium Spp. Detection Reagents
OBF,"Assay, Genotyping, Hepatitis C Virus"
OCC,Respiratory Virus Panel Nucleic Acid Assay System
OEH,Joint Biological Agent Identification And Diagnostic System (Jbaids) Tularemia Detection Kit
OEM,Human Metapneumovirus (Hmpv) Rna Assay System
OEP,Influenza A Virus Subtype Differentiation Nucleic Acid Assay
OJY,Device To Detect Or Measure Nucleic Acid From Viruses Associated With Head And Neck Cancers
OMG,"Antisera, Fluorescent, Human Metapneumovirus"
OMI,"Multiplex Flow Immunoassay, T. Gondii, Rubella And Cmv"
OMN,C. Difficile Nucleic Acid Amplification Test Assay
OMS,"Novel Influenza A Virus, A/H5 Ns1 Protein"
OOU,Parainfluenza Multiplex Nucleic Acid Assay
OPL,"Multiplex Immunoassay For Measles Virus, Mumps Virus, Rubella And Varicella Zoster Virus"
OPM,"Multiplex Immunoassay For T. Gondii, Rubella, Cytomegalovirus And Herpes Simplex Virus 1 And 2"
OQO,Herpes Simplex Virus Nucleic Acid Amplification Assay
OQW,"2009 H1n1 Influenza Virus (Swine Origin), Nucleic Acid Or Antigen, Detection And Identification"
OSU,Dengue Serological Reagents
OTG,Non-Sars Coronavirus Multiplex Nucleic Acid Assay
OUC,Norovirus Serological Reagent
OUS,Methicillin Resistant Staphylococcus Aureus/Methicillin Susceptible Staphylococcus Aureus Blood  Culture Test Bt
OUZ,Nucleic Amplification Assays For The Detection Of Leishmania Nucleic Acids
OVF,"Assay, Direct, Nucleic Acid Amplification, Q Fever"
OWF,"Immunohistochemical Assay, Helicobacter Pylori"
OYP,Anti-Jcv Antibody Detection Assay
OYZ,Group A Streptococcus Nucleic Acid Amplification Assay System
OZA,"Test, Urea Adult And Pediatric (Breath),"
OZB,Dengue Nucleic Acid Amplification Assay (Naat)
OZE,Influenza A And Influenza B Multiplex Nucleic Acid Assay
OZN,C. Difficile Toxin Gene Amplification Assay
OZX,Mycoplasma Pneumoniae Dna Assay System
OZY,Chlamydophila Pneumoniae Dna Assay System
OZZ,Bordetella Pertussis Dna Assay System
PAM,Gram-Positive Bacteria And Their Resistance Markers
PBK,Non-Variola Orthopoxvirus Real-Time Pcr Primer And Probe Set
PCH,Gastrointestinal Pathogen Panel Multiplex Nucleic Acid-Based Assay System
PCI,Gastrointestinal Bacterial Panel Multiplex Nucleic Acid-Based Assay System
PCL,"Enzyme Linked Immunoabsorbent Assay, Rubeola Igm"
PEN,Gram-Negative Bacteria And Associated Resistance Markers
PEO,"Fungal Organisms, Nucleic Acid-Based Assay"
PEU,"System, Nucleic Acid-Based, Mycobacterium Tuberculosis Complex, Resistance Marker, Direct Specimen"
PEX,"System, Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates"
PGH,Hsv-1 And Hsv-2 Cns Nucleic-Acid Based Panel
PGI,"Herpes Virus (Vzv, Hsv1, Hsv2), Dna Detection Assay For Cutaneous And Mucocutaneous Lesion Samples"
PGX,"Groups A, C And G Beta-Hemolytic Streptococcus Nucleic Acid Amplification System"
PII,Candida Species Nucleic Acid Detection System
PIQ,Reagents For Detection Of Norovirus Nucleic Acid
PIT,Leishmania Spp. Antigen Detection Assay
PLO,Meningitis/Encephalitis Pathogen Multiplex Nucleic Acid Detection System
PMN,Assayed External Control Material For Microbiology Nucleic Acid Amplification (Nat) Assays
PMT,Device To Detect And Measure Procalcitonin (Pct) In Human Clinical Specimens
PMY,"System, Nucleic Acid Amplification Test, Dna, Carbapenem Non-Susceptible Gram Negative Organism, Colony"
POC,"System, Nucleic Acid Amplification Test, Dna, Antimicrobial Resistance Marker, Direct Specimen"
PPU,Microbial Colony Image Assessment System
PQA,Vaginitis And Bacterial Vaginosis Nucleic Acid Detection System
PQZ,"Gbs Culture Media, Selective And Differential"
PRA,Variola Virus Nucleic Acid-Based Detection Assay
PRE,Rt-Qpcr Assay For Mrna Transcript Immune Biomarkers
PRH,Positive Blood Culture Identification And Ast Kit
PRI,Procalcitonin Assay
PSZ,"Devices Detecting Influenza A, B, And C Virus Antigens"
PTF,Assay To Measure Pct To Aid In The Risk Assessment Of Critically Ill Patients On Their First Day Of Icu Admission
PTJ,"Phenotypic Test Kit, Non-Susceptible/Elevated Mic Organisms, Cultured Isolates"
PUQ,"Multiplex Flow Immunoassay, T. Gondii, Rubella, Cmv Igm"
PVQ,Rickettsia Spp. Nucleic Acid Based Detection Assay
PYN,"Fish (Fluorescence In Situ Hybridization) Kit, Nucleic Acid, Plasmodium Sp."
QAA,Coccidioides Spp. Nucleic Acid Detection System For Respiratory Specimens
QBD,Microbial Nucleic Acid Storage And Stabilization Device
QBH,Lower Respiratory Microbial Nucleic Acid Detection System
QBN,"Mass Spectrometry, Maldi Tof, Microorganism Identification, Cultured Isolates"
QBQ,"System, Microbial Growth Monitor Of Normally Sterile Body Fluid Culture"
QBX,Direct Blood Bacterial Nucleic Acid Detection System
QCH,Assayed Quality Control Material For Clinical Microbiology Assays
QCU,Dengue Virus Antigen Assay
QDP,Respiratory Panel
QDZ,Qualitative Cytomegalovirus Nucleic Acid-Based Detection Device For Congenital Cytomegalovirus Infection
QEP,Nucleic Acid Detection System For Non-Viral Microorganism(S) Causing Sexually Transmitted Infections
QFA,Assay For Detection Of Proteases In Chronic Wounds
QFO,Zika Virus Serological Reagents
QFS,Monocyte Distribution Width Quantitative Measurement For Sepsis Risk Assessment
QGN,Lateral Flow Immunochromatography Assay For Host Infection Biomarkers
QHM,Serology Tests Used For Infectious Disease Screening Of Blood And Plasma Donations
QHO,Nucleic-Acid Tests Used For Infectious Disease Screening Of Blood And Plasma Donations
QID,Device To Detect Antigens Of Biothreat Microbial Agents In Human Clinical Specimens
QIV,Culture-Based Short-Term Incubation Antimicrobial Resistance Assay
QLX,Nucleic Acid Amplification Test For The Quantitation Of Epstein-Barr Virus (Ebv) Dna
QMC,"Transport Medium, Notified Per The Vtm Guidance"
QMI,Nucleic Acid Amplification Test For The Quantitation Of Bk Virus (Bk) Dna
QMV,Device To Detect And Identify Selected Microbial Agents That Cause Acute Febrile Illness
QNJ,"Mass Spectrometry, Microorganism Identification, Blood Culture"
QOF,Multi-Target Respiratory Specimen Nucleic Acid Test Including Sars-Cov-2 And Other Microbial Agents
QPO,Device To Preserve And Stabilize Relative Abundances Of Microbial Nucleic Acids In Clinical Samples
QPS,Immunoassay For Host Biomarkers Of Infection
QQV,Automated System For Sample Preparation And Identification Of Microorganisms From Cultured Isolates By Mass Spectrometry
QQX,Respiratory Specimen Nucleic Acid Sars-Cov-2 Test
QQY,Culture Plate Imaging System For Qualitative Assessment Of Resistant Organisms
QSN,Orthopedic Infection Microbial Multiplex Nucleic Acid Detection System
QST,Lab-Based Hiv Nat Diagnostic And/Or Supplemental Test
QSU,Point Of Care Hiv Serology Diagnostic And/Or Supplemental Test
QSV,Point Of Care Hiv Nat Diagnostic And/Or Supplemental Test
QTM,Assayed External Control Material For Microbiology Nucleic Acid Amplification (Nat) Assays For Blood Donor Screening.
QUT,Deformability Cytometry For Sepsis Risk Assessment
QUU,Simple In Vitro Diagnostic Device For The Detection Of Secreted Proteins From Bacillus Spp. In Human Clinical Samples
QVF,Simple Point-Of-Care Device To Directly Detect Sars-Cov-2 Viral Targets From Clinical Specimens In Near-Patient Settings
QVP,Sars-Cov-2 Serology Test
QWB,Over-The-Counter Molecular Test To Detect Sars-Cov-2 From Clinical Specimens
QWR,Simple Point-Of-Care Device To Detect Sar-Cov-2 Nucleic Acid Targets From Clinical Specimens In Near-Patient Settings
QXA,Lateral Flow Immunochromatography Assay For Host Biomarkers Of Respiratory Infection
QYA,System For Detection Of Nucleic Acid From Non-Viral Microorganism(S) Causing Stis Using Specimens Collected At Home
QYT,Over-The-Counter Covid-19 Antigen Test
QZX,Positive Blood Culture Processor For Inoculum Preparation Used For Antimicrobial Susceptibility Testing
SAN,Automated Antimicrobial Susceptibility Test System For Positive Blood Culture Samples
SBP,Simple Point-Of-Care Nucleic Acid-Based Hepatitis C Virus Ribonucleic Acid Test
SBT,Device To Detect Microbial Colonization Directly From Clinical Specimens.
SBZ,Test For Detection Of Antibodies Associated With Syphilis Performed By Lay Users
PZF,Mers-Cov And Common Respiratory Pathogens Multiplex Nucleic Acid Detection System
QDS,Mers-Cov And Common Respiratory Pathogens Semi-Quantitative And Quantitative Multiplex Nucleic Acid Detection System
LOM,"Test, Hepatitis B (B Core, Be Antigen, Be Antibody, B Core Igm)"
LQI,Hepatitis Delta Serological Reagents
MAQ,"Kit, Dna Detection, Human Papillomavirus"
MHR,"Test, Anti-Tumor Cell Susceptibility"
MKT,Hepatitis Viral B Dna Detection
MYL,"Assay,Enzyme Linked Immunosorbent,Parvovirus B19 Igg"
MYM,"Assay,Enzyme Linked Immunosorbent,Parvovirus B19 Igm"
MZO,"Assay, Enzyme Linked Immunosorbent, Hepatitis C Virus"
NCD,"Test, Immunity, Cell Mediated, Mycobacterium Tuberculosis"
NWY,"Test, Qualitative, Detection Of Dengue Igm And Igg Antibodies"
OIH,Yersinia Spp. Reagents
OJN,"Mycobacterium Tuberculosis, Cell Mediated Immune Response, Enzyme-Linked Immunospot Test"
OJO,Enzyme Linked Immunosorbent Assay For The Detection Of Lipoarabinomannan Antigen Of Mycobacteria
ORL,Whole Blood Pre-Treatment T-Cell Enrichment Reagent
OTT,Research Use Only/Microbiology
OYB,"Kit, Rna Detection, Human Papillomavirus"
PAB,Cytomegalovirus (Cmv) Dna Quantitative Assay
PCY,Investigational Use Only - Microbiology
POA,"Reagents, Zika Virus Nucleic Acid"
POG,"Reagents, Ebola Zaire Virus (Detected In The West Africa Outbreak In 2014) Nucleic Acid"
PYS,Zika Virus Serological Reagents (Emergency Use)
QHV,Multiple Osteoarticular Pathogen Antigen Kit
QIM,Bartonella Spp. Serological Reagents
QIN,Babesia Spp. Serological Reagents
QIO,Anaplasma Spp. And Ehrlichia Spp. Serological Reagents
QIP,Rickettsia Spp. (Spotted Fever Group Or Typhus Group) Serological Reagents
QIQ,Orientia Spp. (Scrub Typhus) Serological Reagents
QJR,"Reagents, 2019-Novel Coronavirus Nucleic Acid"
QKO,"Reagent, Coronavirus Serological"
QKP,Coronavirus Antigen Detection Test System.
QLT,Covid-19 Multi-Analyte Respiratory Panel Nucleic Acid Devices
QLW,Covid-19 Test Home Collection Kit Devices
QMN,Covid-19 Multi-Analyte Antigen Device
QSH,Coronavirus Marker Detection
QSS,Hiv Self-Tests
QTA,Ngs Whole Genome Sequencing For Sars-Cov-2 Genetic Analysis
QTP,"Reagents, Monkeypox Virus Nucleic Acid."
QTQ,"Reagents, Non-Variola Orthopoxvirus Nucleic Acid."
SAD,Japanese Encephalitis Virus Immunological/Serology Test
MOF,"Guide, Wire, Catheter, Neurovasculature"
