REG_KEY|CONTACT_ID|FIRM_NAME|OWNER_OPERATOR_NUMBER
192422|20557567|IBSA Institut Biochimique SA|10051428
192436|20599678|1byone Product Inc.|10051433
192439|5705050|ATRICURE, INC.|9045049
192440|20555480|Carnival Distribution|10051434
192441|20599762|HealthLink International, Inc.|10051435
192443|20599764|Tru Dental Laboratory|10051436
192450|20599602|Shenzhen Kean Silicone Product Co., Ltd.|10051439
192455|20599514|Enchant Tek Co. Ltd.|10051441
192467|20558310|Core Surgical Limited|10051443
192471|17948438|STEMCELL Technologies Canada Inc.|10047263
192473|20588881|Takeda Pharmaceuticals U.S.A, Inc.|10051446
192475|20599277|Bumkins Finer Baby Products|10051447
192497|1091920|LOHMANN & RAUSCHER GMBH & CO. KG|8010825
192514|20555487|Vulcan Custom Dental|10051457
192516|2644956|ALLMED MEDICAL PRODUCTS CO., LTD.|9033718
192519|20556445|Foshan Huafukang Medical Technology Co. Ltd|10051458
192522|20600200|ALOHA SMILES HAWAII  LLC|10051460
192528|20598769|Criticare Technologies, Inc.|10051461
192535|20588831|Endomagnetics Ltd|10051462
192568|20600409|WENZHOU SUNMAX INTERNATIONAL TRADE CO.,LTD|10051471
192595|17947920|Acera Surgical, Inc.|10051479
192625|20600575|Funing Meitedental Factory|10051484
192658|20588647|Advanced Cell Diagnostics|10051491
192659|2513604|Ototronix, LLC|10031730
192668|20600098|Steri-Tek|10051493
192670|20600767|Shanghai Kindly Medical Instruments Co., Ltd.|10051494
192690|20600681|Rubberex Alliance Sdn. Bhd.|10051501
192695|20600138|Soteria Medical B.V.|10051502
192729|20600657|Donghai Xingchen Non-Woven Products Co., Ltd.|10051507
192731|20600060|3C Vision PTE. Ltd.|10051508
192752|20600601|Linxens Sweden AB|10051513
192772|20618848|Casco Bay Molding|10051516
192776|20600588|Medmolds|10051517
192790|20599143|LP Medical|10051520
192817|20619076|ARDENE INTERNATIONAL INC.|10051523
192848|20549643|Ascensia Diabetes Care Holdings AG|10050965
192851|20619151|Yuyao Safe and Beauty Lice Comb Factory|10051528
192855|20619156|Good Clean Love, Inc.|10051529
192910|20618881|InfoBionic, Inc.|10051518
192911|985626|SYBRON DENTAL SPECIALTIES, INC.|9029565
192956|2933203|BIT Group France|10024699
192998|2089365|Tecomet|10031319
192999|20619170|Factor Medical, Inc|10051553
193003|20556205|CCB MEDICAL DEVICES SDN BHD|10051554
193021|20168769|Kvikna Medical ehf|10051556
193023|20598931|MDM Wound Ventures Inc.|10051557
193024|20619591|Andersen Sterilizers|10051558
193097|20555258|Diversified Chemical Products, Inc.|10051571
193105|20619828|Epic Medical Pte Ltd|10051573
193115|20620036|ZHEJIANG RISHENG MEDICAL TECHNOLOGY CO., LTD|10051577
193116|1906116|NUVASIVE, INC.|9036345
193125|20618652|Formatk Systems, Ltd.|10051579
193129|2015050|Amerx Health Care Corporation|10029882
193148|20600197|SHENZHEN FENDA TECHNOLOGY CO., LTD.|10051582
193154|20600728|Eakin Surgical Ltd|10051583
193157|20620299|Wenzhou Sende Dianzi Shangwu Co., Ltd|10051584
193158|20620310|Curium US LLC|10051585
193160|17276512|The Swatch Group US|10049612
193162|20620310|Curium US LLC|10051585
193227|20620463|CLASSYS INC|10051595
193244|20620513|KYH Precision Mould Co., Ltd|10051597
193256|8614986|Wernli AG|10043062
193312|20620826|Xiamen Longzhiyuan Plastic Co., Ltd|10051609
193321|20620489|Memry Corporation|10051610
193324|20620527|Synergy Medical Inc|10051612
193328|20620884|I SQUAD CORPORATION|10051614
193335|20620891|SR Research Ltd|10051616
193339|20620920|Jiangyin Everise Medical Equipment Co., Ltd.|10051617
193352|20618912|Trident SRL|10051619
193356|20628587|ArjoHuntleigh AB|10051620
193365|20621098|Hangzhou Clongene Biotech Co., Ltd.|10051623
193385|20619097|Metro optics inc. /DBA Progressive Vision Technologies|10051625
193397|20621213|STAAN BIOMED ENGINEERING PRIVATE LIMITED|10051630
193400|20621234|Tuna Dis Tic. Ve Paz. Ltd. Sti|10051631
193440|20620843|Mobius Bionics LLC|10051633
193443|20620824|Emerald Supply|10051635
193452|20621396|Sion Brands, LLC|10051637
193466|20621464|JOCHU Technology Co., LTD|10051639
193474|20621495|TRI Dental Implants Int. AG|10051641
193475|20621155|CEVA Logistics|10051642
193494|20621595|Shenzhen Sunflower Dental Lab|10051647
193496|20621393|Kaleos Eyehunters SL|10051648
193501|20598636|Xinfu Medical Products Co.,Ltd|10051649
193505|20621632|HEBEI YOUJIE MEDICAL DEVICES CO., LTD|10051650
193522|20620429|H. Ogino & Co., Ltd.|10051654
193525|20548916|Visionflex Pty Limited|10051656
193553|20648574|Summit Labs LLC|10051661
193575|20621900|Crystal Optics Manufacture Ltd|10051664
193590|2016196|Fujirebio Diagnostics, Inc.|10022860
193592|20622003|NEXIFY, INC.|10051667
193607|20620626|Compression Therapy Systems LLC|10051669
193619|20622090|Probo Medical, Inc.|10051673
193625|20599473|Grifols Diagnostic Solutions Inc.|10051675
193627|20621560|Prescott's, Inc.|10051676
193639|20622145|Xingda Medical Products Co.,Ltd.|10051678
193641|20622152|Zhonghong Pulin Medical Products Co.,Ltd.|10051679
193643|20622156|Haining Medical Products Co.,Ltd.|10051680
193648|20556231|MicroPort Orthopedic Instruments Suzhou Co., Ltd.|10051682
193664|20622227|SHRIRAM INSTITUTE FOR INDUSTRIAL RESEARCH|10051684
193682|20619608|Zhejiang Innuovo Rehabilitation Devices Co., Ltd.|10051686
193684|20622075|Clearpath Orthodontics|10051683
193687|20622324|Hottime Int'l Corp|10051688
193703|2905648|SHENZHEN MINDRAY BIO-MEDICAL ELECTRONICS CO., LTD|9058402
193705|20620889|EYEVAN USA Inc.|10051691
193740|20622398|Tan Group USA LLC|10051695
193747|20622239|Ceramay GmbH & Co. KG|10051696
193750|2201513|Compass Health Brands (Corporate Office)|2182780
193759|20621485|Jiayuan Medical Products Co.,Ltd.|10051701
193763|20555734|TONGLU QIANYAN MEDTECH CO.,LTD|10051702
193786|20622015|Lundell Manufacturing Corp.|10051706
193789|20621811|Futrex Tech, INC.|10051707
193818|20622699|Cangzhou Lankang Medical Instruments Developing Co., Ltd.|10051715
193827|20622367|Jiangxi Yikang Medical Instrument Group Co., LTD.|10051716
193840|20620766|Trend Medical, LLC|10051634
193846|20622798|GIESSE Technology S.r.l|10051721
193853|20622912|APPLE TREE INTL CORP|10051726
193862|20622949|MICROTECHNIC|10051727
193866|20622435|NeeHab, LLC|10051728
193879|20600299|BPI Labs, Inc.|10051731
193923|20620402|Endo Manufacturing Co., Ltd.|10051740
193931|11378713|Medical Developments International|10044454
193934|20668587|CompactCath, Inc|10051743
193935|20598821|New Source Medical, LLC|10051410
193938|20619001|Shanghai Kohope Medical Devices Co., Ltd|10051744
193957|20623351|Osskin Ortho Inc.|10051745
193969|2885684|AMD Medicom Inc.|8020405
193972|20668631|doctorseyes|10051748
193977|20668662|SMART TECHNOLOGY CO LTD|10051751
193990|20668667|Rebotec Rehabilitationsmittel GmbH|10051753
193995|966938|Essilor of America, Inc|8010073
193997|20623335|Les Plastiques MDJ inc.|10051755
194013|20668696|Arbutus Medical, Inc|10051759
194019|20623282|Ponzini S.p.A|10051760
194037|20623163|IMBiotechnologies Ltd|10051764
194054|20621770|Avitus Orthopaedics, Inc|10051767
194062|20600750|Oral Prevent Mundhygiene Produkte Handelsgesellschaft mbH|10051771
194079|20678732|Shenzhen Topview Eyewear Industrial Co.,Ltd.|10051775
194101|2513782|Draegerwerk AG & Co. KGaA|8010046
194112|20688688|BLUE RIDGE ORTHOPEDIC SUPPLY, INC|10051776
194119|20678717|Alfa Products USA Corp.|10051779
194145|20688624|star dental lab|10051784
194146|20678926|Turbett Surgical, Inc|10051785
194148|20688762|MiHK Optix Limited|10051786
194159|20688783|CHENGDU CRYO-PUSH MEDICAL TECHNOLOGY CO.,LTD|10051788
194176|20623394|Fine Vision Optical Company|10051792
194181|20679007|SHENZHEN HAIYONGYU TECHNOLOGY CO.,LTD|10051795
194196|20688833|MD Logistics LLC|10051797
194198|20623364|ANHUI MEDFAITH MEDICAL DEVICES CO., LTD.|10051798
194225|2056761|KeraMed, Inc.|10030689
194237|20620952|Regent Electron Suzhou Co., Ltd|10051810
194246|20688910|Oral Prevent USA Corporation|10051812
194253|20679198|YANGZHOU RUNQING IMP. & EXP. CO., LTD.|10051813
194263|20622075|Clearpath Orthodontics|10051683
194285|20679162|Gruppo Bioimpianti S.r.l.|10051817
194289|20678871|kadara medical|10051818
194299|20679285|Qidong Farjoy Medical Material Co., Ltd.|10051819
194305|20688795|FIRST AID AND HEALTH PRODUCTS INC.|10051823
194315|20162964|Summit Orthopedic Technologies Inc.|10051828
194323|20678932|Uberlube Inc.|10051831
194330|20679380|Avalign Technologies|10051835
194342|952925|Medline Industries, LP|1417592
194345|20688645|Heinemann  Americas, Inc|10051838
194352|20668584|HANGZHOU SUNING MEDICAL CO.,LTD|10051840
194373|20678919|Mt. Olive Mfg., Co.|10051845
194384|20689117|HT Medical, LLC|10051846
194387|20679224|Evolution Spine, LLC|10051848
194404|20549701|Wuhan Lotuxs Technology Co.,Ltd.|10051850
194419|3555494|ICU Medical, Inc.|8020727
194422|20689040|Sirius Engineering LLC|10051854
194432|20679711|IICombined USA, Inc.|10051856
194434|1944178|Life Technologies Corporation|9915045
194466|20689171|Accessibility Services, Inc.|10051860
194467|20679801|FOSHAN CICADA DENTAL  INSTRUMENT CO., LTD.|10051861
194473|16166692|Elemaster SpA|10051862
194500|20688672|Charmin Optical Co., Ltd.|10051867
194505|2788201|Rayner Intraocular Lenses Limited|8010143
194510|20679698|Envirolite|10051868
194523|20679740|Impex of Doral|10051872
194529|20689340|Shandong Feiyang Professional Gloves Co., Ltd.|10051874
194540|20621753|Foshan Kayson Hygiene Product Co., Ltd.|10051877
194547|20200199|FoxxMed Ltd|10049944
194575|20689400|Zhejiang Steriger Sports Medicine Technology Co.,Ltd|10051882
194583|2644082|Highridge Medical, LLC|9061535
194591|20550356|GlobalMed Technologies Co|10051883
194601|20680102|Wenzhou Sense Optical Co., Ltd|10051884
194617|1000444|Tae-Chang Industrial Co., Ltd.|9062236
194635|20680073|Mdoloris Medical Systems|10051889
194665|20621276|Micro Distributing II, Ltd.|10051894
194679|20679971|ProLine Bracing LLC|10051895
194690|20680165|Lightning X Products, Inc|10051897
194704|20680223|STERIS Corporation|10051900
194708|20680373|PinPoint Optics LLC|10051903
194714|20689250|Crown Laboratories, Inc.|10051906
194731|20680461|Viospex|10051911
194743|20689585|Flamor SRL|10051916
194748|20679028|BYTECH(DONGTAI)CO.,LTD|10051918
194751|20679931|Nupur Technologies LLC|10051919
194754|20689618|OravanOSA|10051920
194759|2493793|UFP Technologies, Inc.|10031344
194764|20680569|ShipServe New Zealand Limited|10051923
194779|20689613|Cressida Origin Field Co.,Limited|10051926
194793|20680643|IB-ER MAKINA A.S.|10051927
194797|8466002|STATICE|10051928
194798|2460739|3M COMPANY|2110898
194805|3556109|REICHERT INC.|9055850
194816|20680630|Linkong Trading Co.|10051931
194835|20689738|Wenzhou Muming Eyewear Co.,Ltd.|10051935
194839|20679979|ISPG Japan Co., Ltd.|10051937
194848|20555799|Falls Industrial Foam|10051939
194856|20680408|Catalyst Orthoscience|10051942
194918|20689847|EyeYon Medical|10051953
194920|20680956|ZHONGSHAN YINGHAI BABYCARE COMPANY LIMITED|10051954
194941|1944178|Life Technologies Corporation|9915045
194945|3556444|IVOCLAR VIVADENT|8010208
194958|1906971|HENKE-SASS WOLF, GMBH.|8010418
194969|20689948|Changzhou Shumei Plastic Product Co.,Ltd.|10051964
195010|2957512|SD Biosensor, Inc.|10035779
195018|20690009|POLYZON SCIENCES Co., Ltd|10051970
195026|20689534|Proactive Comfort, LLC|10051973
195030|20679953|Comodita LLC|10051978
195032|20690033|Simvis Pharmaceuticals SA|10051974
195034|20681283|Podimetrics, Inc.|10051975
195037|20681296|Shoulder Innovations, Inc|10051976
195039|20681167|INFAR INTERNATIONAL PTE LTD|10051977
195046|20680991|Grifols Therapeutics LLC|10051980
195076|20680247|Sentec, Inc.|10051986
195100|20690128|XIAMEN AGADA OPTICAL CO.,LTD|10051989
195115|20681543|Vision Path, Inc.|10051991
195121|20681549|JOINSOON ELECTRONICS MFG CO., LTD.|10051993
195145|20690201|Gebr. Schwarz GmbH|10051999
195153|20689108|Engineered Endodontics|10052002
195172|20690223|VentureMed Group, Inc.|10052004
195194|20690080|Ultrawave Limited|10052012
195205|20689174|DAM S.R.L.|10052014
195208|20681869|BIORAD MEDISYS PVT. LTD.|10052015
195223|20690284|Hyundai Safetywear Co.|10052017
195230|20680806|Dentkist, Inc.|10052020
195237|20690233|Fujian Guozi Rehabilitation Medical co.,ltd|10052023
195247|20690321|Diversity Corporation FZE|10052025
195260|20690342|TempraMed Inc|10052028
195268|20689783|Cooshie Tooshiez LLC|10052030
195281|20679525|Presidio Surgical, Inc.|10052031
195286|20682114|Daiso Industries Co., Ltd.|10052034
195306|2945034|RxSight Inc.|10028051
195308|3555494|ICU Medical, Inc.|8020727
195312|20690271|Prevent-Plus, LLC|10052036
195316|20682065|Dynasol International Inc|10052037
195325|20708575|Foshan Dragon Technology Co., Ltd.|10052038
195326|20681918|FMD Co., Ltd.|10052039
195333|20708638|EASY HEALTHCARE CORPORATION|10052041
195378|5175009|Quality Electrodynamics|10023379
195398|20698639|Hearing Lab Technology, LLC|10052054
195409|20690339|Marcres Metalwerks Inc.|10052055
195411|20698834|Josef Bacher GmbH|10052056
195437|986735|Premier Guard Global Limited|9031832
195439|20698711|IPPI S.r.l.|10052063
195450|2360889|Becton Dickinson and Company|9922032
195452|20698800|Redax S.p.A|10052065
195454|20698761|POPstix Lt|10052066
195458|20679720|HealthChek Network, LLC|10052067
195473|20709057|Bonree Medical Co., Ltd.|10052072
195477|1918049|ZIMMER GMBH|9064978
195488|957954|One Lambda, Inc.|2024375
195506|2360889|Becton Dickinson and Company|9922032
195511|20622187|SCHEU-DENTAL custom-made GmbH|10052080
195513|20709022|Caltag Medsystems|10052081
195518|1971368|DENTSPLY SIRONA INC|2511302
195526|20689718|South Dakota Partners, Inc.|10052085
195530|20709187|Sonex Medicare (India)|10052086
195533|20679854|J. Lynch Co., Ltd.|10052087
195562|20709267|Shenzhen Upcera Dental Technology Co., Ltd|10052091
195580|20709307|ISYS Medizintechnik GmbH|10052093
195619|20708669|Hi-Tech Products de Mexico S.A. de C.V.|10052098
195625|20698876|Open Airway Dental Solutions|10052099
195651|2583007|KIMBALL ELECTRONICS GROUP, LLC|9071700
195654|20709261|Safecare Biotech(Hangzhou)Co.,Ltd|10052102
195656|20699217|Bold Vision Group Limited|10052103
195663|20709450|HealthCare International Inc.|10052104
195671|20709357|Dongguan Ellian Enterprise, LTD.|10052105
195681|20699182|HI MEDICAL CO., LTD.|10052106
195684|20708740|Shenzhen HugeMed Medical Technical Development Co., Ltd|10052108
195694|20699278|Guangzhou Longest Medical Technology Co., Ltd.|10052110
195700|20623486|Belimed AG|10052111
195737|18738824|Christian Dior Inc|10048038
195746|20708798|Adalca Studio LLC|10052114
195770|20699131|INDIAN WELLS MEDICAL, INC.|10052115
195813|2654870|HF ACQUISITION CO. LLC|3014534
195826|20681909|InfuSystem Inc.|10052123
195856|4494990|Ecolab|9009921
195893|20699260|OSKA, Inc.|10052130
195894|20698898|Mectalent Ltd.|10052131
195915|20699375|Mida Precision Mold Co, Ltd|10052136
195917|995834|GLAUKOS CORP.|9050364
195919|20699551|Walters Houghton Ltd.|10052138
195929|20110499|Carbo Trading Co. Inc.|10052140
195938|20250162|Quantib BV|10052143
195941|20699626|Netdirect Distribution, LLC|10052144
195973|20699641|Hedstrom Plastics (AKA Ball Bounce and Sport)|10052146
195975|20699582|HENBOR DI GIANOLA ANTONIO & BIAGIO SNC|10052147
195981|20699688|Qingdao Zefuyuan Medical Technology Co., Ltd.|10052150
195997|20709938|COVR Medical, LLC|10052155
196009|20699754|Icon Plastics Pty Ltd|10052158
196013|20710222|Armstrong Medical Industries, Inc.|10052160
196017|20709312|Relevium Labs, Incorporated|10052161
196027|20699826|Jiangxi Dentalbright Technology Co., Ltd|10052165
196045|8384979|DEHAS Medical Systems GmbH|10043558
196049|20699653|Savino Del Bene USA Inc|10052167
196063|20710315|Shanghai FrankAnnie International Trade Co.,Ltd.|10052170
196064|20699870|ARCsino, Inc.|10052171
196066|993204|ASSUT EUROPE S.P.A.|9044488
196077|20709691|Zhejiang Ark Industry Co., LTD.|10052175
196078|20699585|LOOK OPTIC|10052176
196103|20699444|MEDLIKIM|10052179
196122|2866763|Attindas|9099003
196156|1924793|Chanel -|9012148
196158|1924793|Chanel -|9012148
196159|20681908|Imperial Supplies, LLC|10052189
196164|3185013|Acne Corp|10039799
196173|20700083|CIM Cardificio Italiano Spa|10052191
196175|20700086|Kaigen Pharma Co.,Ltd.|10052192
196183|7115428|Shenzhen Well Electric Co. Limited|10042286
196185|20710532|Castle Hearing Limited|10052195
196186|8126038|Orthopedic Generations llc dba Flow-Fx LLC|10052194
196196|20689430|Authentic Options, LLC|10052196
196198|2776512|Micro-Tech (Nanjing) Co., Ltd.|9067602
196199|20710572|Inpeco North America Inc.|10052197
196212|2496918|STRYKER CORP.|1811755
196216|20700148|Shenzhen Pacom Medical Instruments Co., Ltd.|10052200
196262|20710549|Shaoxing Original Trade Co., LTD.|10052210
196265|2087294|MOLNLYCKE HEALTH CARE US LLC|8030877
196275|20710748|Remidio Innovative Solutions Private Limited|10052212
196283|20700362|Max Mara S.R.L.|10052213
196306|952925|Medline Industries, LP|1417592
196320|20700395|Dong Guan Tutamen Metalworks Co, Ltd.|10052219
196327|20699823|Frontier Healthcare|10052221
196334|20710654|Liofilchem S.R.L.|10052223
196344|20710316|Cydonia Pharma SL|10052225
196364|20710706|MouthWatch, LLC|10052230
196366|20689447|Platinum Health LLC|10052232
196380|20710952|Ningbo Ming Sing Optical R&D Co., Ltd.|10052234
196398|20710531|KONIKKARA INDUSTRIES|10052237
196407|20710860|PainPod USA LLC|10052240
196414|2763084|QUANTA SYSTEM, S.P.A.|9057522
196435|20700599|Partial Hand Solutions|10052245
196440|20711078|RR Donnelley Global Turnkey Solutions|10052247
196456|20700653|Prada SpA|10052249
196470|20623330|GRANDEUR|10052251
196474|20711037|Avalanche Med Sdn Bhd|10052252
196480|20700400|Remington Medical|10052253
196485|20710700|Optimized Ortho Pty Ltd|10052254
196498|20700097|ALPHA BIOMEDICAL & DIAGNOSTIC|10052257
196502|20711023|Integrity Implants Inc.|10052256
196504|20699410|KEGO Corporation|10052258
196508|20556349|Pathway Medtech, LLC.|10052260
196527|20700254|Opticalia Global Holding|10052265
196533|20711035|INCORP S.A.L.|10052266
196548|20549437|Dignitana Inc|10050834
196553|20556946|Klyo Medical Systems Inc|10052269
196584|20550342|Ashley Black Inc.|10050885
196591|20700950|E&E Ltd.|10052277
196597|20700958|Takara Bio Inc.|10052280
196599|20700964|Nantong Health & Beyond Hygienic Products Inc.|10052281
196609|20738583|ACME ENTERPRISES|10052282
196610|20700608|Alafair Biosciences, Inc.|10052283
196616|20738623|Jiangsu Shuijingshi Information Technology Co., LTD|10052286
196617|19011966|Rehab-Robotics Company Limited|10051168
196626|20748626|Cool Renewal, LLC|10052288
196628|20681356|SDP Inc.|10052289
196630|20708784|Lablogic Inc.|10052290
196673|20711074|Produkt Service Erdt GmbH|10052296
196682|20738719|BodiMetrics, LLC|10052297
196690|20699945|BINA LIMITED|10052298
196694|20738843|Dongguan Esino Manufacturing Service Co., Ltd.|10052299
196695|20711228|Filmtech|10052300
196702|20682184|Unident Enterprise Co|10052302
196704|20700198|Challenger Health, LLC|10052303
196710|1981140|EB NEURO, S.P.A.|9043444
196724|1121837|CAMLOG Biotechnologies GmbH|9071675
196729|20738698|CatLadyBox, Inc|10052305
196745|20699757|UFP Technologies, Inc.|10052310
196807|20710983|Draeger Safety AG & Co. KGaA|10052315
196811|2905719|Grace Continental Ltd|10028412
196812|20711106|C/O BIGELOW CHEMISTS, INC|10052316
196814|20738826|Allied Powers LLC|10052317
196828|20738987|LL & P, INC.|10052318
196881|20283514|Aerin Medical Inc.|10050618
196891|20739239|Tapmedic LLC|10052331
196909|20739046|NAU S.P.A.|10052335
196938|20739106|Kamal Mills Private Limited|10052336
196953|20699253|Levita Magnetics International Corp.|10052338
196989|20749035|Think Green Limited|10052343
197022|20739569|TRUABUTMENT KOREA CO., LTD.|10052347
197069|20710198|Eastrock LLC|10052353
197074|20556830|Soberlink Healthcare LLC|10052354
197086|20739031|AURORA OPTIC INC.|10052355
197091|3266426|Vectura Group Ltd|10024149
197098|20739065|Visionworks of America, Inc.|10052357
197100|20739065|Visionworks of America, Inc.|10052357
197126|20738731|S2 Media|10052360
197143|1920947|Theragenics Corporation|1037598
197146|20749113|Verdent Ltd.|10052364
197161|20749157|Victory Telecom (Huizhou) Ltd|10052369
197164|20739528|MEDICON, E.G.|10052370
197166|20749167|M&T srl|10052371
197169|1923517|DEFIBTECH, LLC|9048526
197170|20739553|Zalgen Labs LLC|10052372
197184|5745074|VAPOTHERM, INC.|9038880
197191|20749209|Amphenol Thermometrics, Inc.|10052376
197198|20739375|Abingdon Health Plc|10052380
197200|20739691|MEDICON, E.G.|10052381
197213|20739668|Zhu Hai SFL Technology Co. Ltd.|10052383
197219|20739673|Jiangsu  KangJian  Medical  Apparatus Co. Ltd.|10052384
197222|20739431|Inventus Power|10052385
197223|20739746|Authorized Acquisitions LLC|10052386
197226|20740001|NINGBO LEADER IMPORT&EXPORT CO., LTD.|10052387
197240|20749120|Guangzhou Fashion Traveling Goods Co., Ltd|10052389
197241|20748834|DinamicOR|10052390
197245|20740037|Zhejiang Beauty and Health Electrical Appliance Co., Ltd.|10052392
197252|20740042|Shenzhen HuaYi Safety Medical Technology co., Ltd.|10052396
197264|20758599|NINGBO LONGFU ELECTRICAL APPLIANCES&TOOL CO.,LTD|10052399
197266|20758602|Shanghai Newvalue Medical Products Co.,LTD.|10052400
197271|20189000|Suzhou Semorr Medical Technology Co., Ltd.|10052402
197275|20758669|Ashoka Company Limited|10052403
197280|20739982|Draeger, Inc.|10052404
197294|2571072|Pursuant Health|10024427
197295|2915404|National Dentex LLC|9052467
197301|1918554|KOON SENG SDN.BHD|8040793
197303|20739918|The Flex Company|10052408
197323|20749245|Salvaplastic Internacional S.A. de C.V.|10052412
197326|20740180|2breathe technologies LTD|10052413
197333|20239796|P3 Medical Ltd|10052414
197335|20758789|UNIQUE SAFETY EQUIPMENT CO., LTD.|10052415
197338|20739877|Nouvag USA, LLC|10052407
197341|20739860|MEDICON, E.G.|10052417
197354|20739829|Halo Innovations, Inc.|10052419
197356|20179844|Takeda Pharmaceuticals U.S.A, Inc.|10049748
197373|20739577|Hua Cheng Xin Plastic Mold Co. Ltd.|10052424
197375|20758962|Restech Srl|10052425
197387|20758714|Decisio Health, Inc|10052409
197422|20759065|OPTIC DE OCEAN PTE LTD|10052432
197424|20588627|EndoClot Plus Co., Ltd.|10052433
197430|20759089|Ondal Medical Systems GmbH|10052435
197432|20749231|MEDICON, E.G.|10052436
197433|20768638|Interplex Sunbelt, Inc.|10052437
197435|20759123|Yilmaz Medikal|10052438
197450|20708863|JRJ Medical Innovations LLC|10052092
197457|20768657|LOEWE SA|10052442
197468|20759246|Genea Biomedx|10052443
197499|20758994|Sharp Fluidics, Inc|10052447
197513|20711147|FLY CAT ELECTRICAL CO.,LTD.|10052451
197516|20798635|Savaria Concord Lifts, Inc|10052452
197519|20759295|SALIM ODONTOMED INC|10052453
197527|20798689|Anhui Inno-Sign International Co.,Ltd.|10052455
197573|20798780|Omnicell Global|10052459
197616|20798923|Glas-Col|10052465
197622|20759389|DARCO International Corporation|10052467
197626|20798638|Resperate Inc|10052469
197630|20799061|Accora Ltd|10052470
197635|20759242|Cast21 Inc.|10052472
197637|5744996|TAKARA BELMONT CORPORATION|8031613
197671|20798937|Euromedishop|10052481
197685|20798756|Xlear Inc.|10052483
197690|5705050|ATRICURE, INC.|9045049
197696|20799291|MedLaser USA|10052485
197698|20238550|Sungshim Medicare Co.,Ltd.|10052486
197701|20179110|Bone Index Finland Ltd.|10052487
197706|20799501|Fridababy, LLC|10052488
197744|3267018|ADVANCED BIO-TECHNOLOGIES, INC.|10040429
197756|20758711|InterSystems|10052502
197767|20799777|Belluscura LLC|10052505
197810|20759031|WARNER TECH-CARE PRODUCTS, LLC.|10052515
197836|2062747|Instrumentation Laboratory Co.|1217183
197847|20808885|AIM Medical Inc|10052522
197858|20808935|B&B Molded Products|10052524
197868|20808720|Eyepol Optical Technology (Xiamen) Co., Ltd.|10052527
197876|20808690|SolarX Eyewear LLC|10052529
197878|20808745|Maxpert Medical, LLC|10052530
197884|20799709|DIFF, LLC|10052532
197888|20809235|Mulberry Company USA Inc.|10052533
197907|20809375|Suministros y Desechables SKKYD S.A. de C.V.|10052539
197913|20553184|Louis Vuitton Canada|10052540
197930|20758934|Dose Health|10052544
197937|20690075|Visco Vision Inc.|10052547
197956|20818654|Precot Meridian Limited|10052551
197978|20818695|Heyuan Hong De Medical Products Co., Ltd.|10052554
197987|20818718|Brace Align|10052555
198023|20818604|EmbedTek, LLC|10052562
198025|3555273|BFFL CO|10052563
198027|1169183|Luminex Corporation|9032042
198029|20828702|ZHEJIANG HUANGYAN FEIDA PLASTIC PRODUCTS FACTORY|10052564
198037|20828770|Shinyeyes Inc.|10052566
198043|20828810|Neotech Care Inc.|10052569
198063|20818649|Dental Brands for Less|10052572
198083|20838614|Foshan Jian LI Underwear Co., LTD/ GBI|10052575
198102|20838682|Inspecs Ltd|10052578
198109|20838773|Orchid Orthopedics Switzerland GmbH|10052580
198117|20828637|Martin Bionics|10052581
198137|20800004|Healthcare Creations, LLC|10052585
198142|20189134|MET ONE TECHNOLOGIES, LLC|10052587
198145|20688884|EYEQUE|10052589
198146|20848763|SafeRx LLC|10052590
198154|20848870|Medical Distribution Industries, Ltd.|10052592
198157|20838644|Universal Medical Resources|10052594
198169|4945111|Mylan, Inc.|10041543
198201|20849129|INSPECS ASIA|10052597
198203|20849140|Devroye Instruments Belgium SRL|10052598
198206|20849179|Applied Technical Services Corporation|10052600
198211|20748629|Lexington Wellness Holdings Inc. d/b/a CoachCare|10052601
198212|20848992|Chameleon, LLC|10052602
198222|2496918|STRYKER CORP.|1811755
198230|20798664|Xiamen Anbo Sports Goods Co., LTD.|10052607
198232|20849409|TRAJAN SCIENTIFIC AUSTRALIA PTY LTD|10052608
198235|20849199|NHAN DUC INDUSTRIAL CO., LTD|10052609
198257|20849366|Linhai Junwei Glasses Co., Ltd.|10052613
198282|20849250|Southern Implants North America Inc|10052616
198286|20868688|ADIN DENTAL SOLUTIONS USA INC.|10052618
198296|20809066|Pharmaplast USA, LLC|10052620
198303|20554012|SMD Manufacturing LLC|10052202
198306|20699755|Vortex Surgical|10052162
198309|20849170|Saint Owen LLC|10052623
198311|20828947|CDG Biotech|10052624
198314|20848864|Modulight Corporation|10052625
198324|20858677|PROSOURCEFIT OPCO, LLC|10052630
198342|20859040|LifeSense Group B.V.|10052635
198357|20868863|Joowon Innovation Co., Ltd.|10052639
198361|20868885|Lumenous Device Technologies, Inc.|10052640
198378|20859174|Shandong Zhushi Pharmaceutical Group Co., Ltd|10052646
198386|20818648|UE Furniture Co., Ltd|10052648
198392|3245841|STICKMAN Dialysis Industries Inc.|9049807
198396|20859249|In'Tech Industries|10052650
198397|20859048|ALLURE ORTHO|10052651
198411|20849563|410 Medical Inc.|10052654
198413|20868991|Mainline Medical Dental Supply|10052656
198440|20828631|Zhuhai DS Dental Technology Co., LTD|10052660
198448|20859297|iRay Technology Co. Ltd.|10052663
198451|20869004|Azad International (H.K.) Ltd.|10052664
